  0.1276	  1.9277	 -0.0385	 -0.0788	  0.0000
  0.2913	  1.9277	 -0.0570	 -0.0842	  0.0000
  0.4549	  1.9277	 -0.0545	 -0.0793	  0.0000
  0.6186	  1.9277	 -0.0631	 -0.0850	  0.0000
  0.7822	  1.9277	 -0.0621	 -0.0906	  0.0000
  0.9459	  1.9277	 -0.0720	 -0.0866	  0.0000
  1.1095	  1.9277	 -0.0750	 -0.0907	  0.0000
  1.2731	  1.9277	 -0.0766	 -0.0912	  0.0000
  1.4368	  1.9277	 -0.0855	 -0.0844	  0.0000
  1.6004	  1.9277	 -0.0942	 -0.0768	  0.0000
  1.7641	  1.9277	 -0.0959	 -0.0782	  0.0000
  1.9277	  1.9277	 -0.0986	 -0.0800	  0.0000
  2.0914	  1.9277	 -0.1023	 -0.0780	  0.0000
  2.2550	  1.9277	 -0.1014	 -0.0798	  0.0000
  2.4186	  1.9277	 -0.1038	 -0.0732	  0.0000
  2.5823	  1.9277	 -0.1100	 -0.0654	  0.0000
  2.7459	  1.9277	 -0.1163	 -0.0625	  0.0000
  2.9096	  1.9277	 -0.1167	 -0.0656	  0.0000
  3.0732	  1.9277	 -0.1143	 -0.0666	  0.0000
  3.2368	  1.9277	 -0.1171	 -0.0516	  0.0000
  3.4005	  1.9277	 -0.1190	 -0.0535	  0.0000
  3.5641	  1.9277	 -0.1173	 -0.0524	  0.0000
  3.7278	  1.9277	 -0.1219	 -0.0631	  0.0000
  3.8914	  1.9277	 -0.1172	 -0.0651	  0.0000
  4.0551	  1.9277	 -0.1174	 -0.0647	  0.0000
  4.2187	  1.9277	 -0.1206	 -0.0496	  0.0000
  4.3823	  1.9277	 -0.1215	 -0.0558	  0.0000
  4.5460	  1.9277	 -0.1178	 -0.0610	  0.0000
  4.7096	  1.9277	 -0.1079	 -0.0467	  0.0000
  4.8733	  1.9277	 -0.1111	 -0.0481	  0.0000
  5.0369	  1.9277	 -0.1214	 -0.0628	  0.0000
  5.2006	  1.9277	 -0.1305	 -0.0659	  0.0000
  5.3642	  1.9277	 -0.1272	 -0.0728	  0.0000
  5.5278	  1.9277	 -0.1294	 -0.0698	  0.0000
  5.6915	  1.9277	 -0.1320	 -0.0579	  0.0000
  5.8551	  1.9277	 -0.1330	 -0.0751	  0.0000
  6.0188	  1.9277	 -0.1383	 -0.0917	  0.0000
  6.1824	  1.9277	 -0.1458	 -0.0951	  0.0000
  6.3461	  1.9277	 -0.1588	 -0.0876	  0.0000
  6.5097	  1.9277	 -0.1751	 -0.0898	  0.0000
  6.6733	  1.9277	 -0.1745	 -0.0967	  0.0000
  6.8370	  1.9277	 -0.1813	 -0.0817	  0.0000
  7.0006	  1.9277	 -0.2023	 -0.0867	  0.0000
  7.1643	  1.9277	 -0.1988	 -0.0845	  0.0000
  7.3279	  1.9277	 -0.2119	 -0.0914	  0.0000
  0.1276	  1.7641	 -0.0530	 -0.0863	  0.0000
  0.2913	  1.7641	 -0.0592	 -0.0948	  0.0000
  0.4549	  1.7641	 -0.0545	 -0.0842	  0.0000
  0.6186	  1.7641	 -0.0582	 -0.0787	  0.0000
  0.7822	  1.7641	 -0.0678	 -0.0975	  0.0000
  0.9459	  1.7641	 -0.0722	 -0.0955	  0.0000
  1.1095	  1.7641	 -0.0831	 -0.0872	  0.0000
