  0.1276	  1.9277	  0.0937	 -0.0128	  0.0000
  0.2913	  1.9277	  0.0948	 -0.0204	  0.0000
  0.4549	  1.9277	  0.1025	 -0.0212	  0.0000
  0.6186	  1.9277	  0.1321	 -0.0409	  0.0000
  0.7822	  1.9277	  0.1330	 -0.0412	  0.0000
  0.9459	  1.9277	  0.1528	 -0.0687	  0.0000
  1.1095	  1.9277	  0.1546	 -0.0793	  0.0000
  1.2731	  1.9277	  0.1614	 -0.0906	  0.0000
  1.4368	  1.9277	  0.1616	 -0.0974	  0.0000
  1.6004	  1.9277	  0.1474	 -0.1050	  0.0000
  1.7641	  1.9277	  0.1501	 -0.1208	  0.0000
  1.9277	  1.9277	  0.1535	 -0.1409	  0.0000
  2.0914	  1.9277	  0.1643	 -0.1590	  0.0000
  2.2550	  1.9277	  0.1702	 -0.1753	  0.0000
  2.4186	  1.9277	  0.1717	 -0.1819	  0.0000
  2.5823	  1.9277	  0.1623	 -0.1967	  0.0000
  2.7459	  1.9277	  0.1546	 -0.2109	  0.0000
  2.9096	  1.9277	  0.1487	 -0.2265	  0.0000
  3.0732	  1.9277	  0.1393	 -0.2290	  0.0000
  3.2368	  1.9277	  0.1364	 -0.2285	  0.0000
  3.4005	  1.9277	  0.1287	 -0.2499	  0.0000
  3.5641	  1.9277	  0.1277	 -0.2708	  0.0000
  3.7278	  1.9277	  0.1297	 -0.2939	  0.0000
  3.8914	  1.9277	  0.1156	 -0.2945	  0.0000
  4.0551	  1.9277	  0.1056	 -0.3016	  0.0000
  4.2187	  1.9277	  0.1042	 -0.2947	  0.0000
  4.3823	  1.9277	  0.1010	 -0.3150	  0.0000
  4.5460	  1.9277	  0.0902	 -0.3349	  0.0000
  4.7096	  1.9277	  0.0849	 -0.3348	  0.0000
  4.8733	  1.9277	  0.0686	 -0.3463	  0.0000
  5.0369	  1.9277	  0.0615	 -0.3558	  0.0000
  5.2006	  1.9277	  0.0519	 -0.3477	  0.0000
  5.3642	  1.9277	  0.0373	 -0.3371	  0.0000
  5.5278	  1.9277	  0.0325	 -0.3527	  0.0000
  5.6915	  1.9277	  0.0160	 -0.3601	  0.0000
  5.8551	  1.9277	  0.0016	 -0.3757	  0.0000
  6.0188	  1.9277	 -0.0079	 -0.3780	  0.0000
  6.1824	  1.9277	 -0.0223	 -0.3893	  0.0000
  6.3461	  1.9277	 -0.0336	 -0.3670	  0.0000
  6.5097	  1.9277	 -0.0635	 -0.3377	  0.0000
  6.6733	  1.9277	 -0.0751	 -0.3597	  0.0000
  6.8370	  1.9277	 -0.0853	 -0.3417	  0.0000
  7.0006	  1.9277	 -0.1047	 -0.3480	  0.0000
  7.1643	  1.9277	 -0.1092	 -0.3394	  0.0000
  7.3279	  1.9277	 -0.1200	 -0.3254	  0.0000
  0.1276	  1.7641	  0.1072	 -0.0086	  0.0000
  0.2913	  1.7641	  0.1219	 -0.0122	  0.0000
  0.4549	  1.7641	  0.1378	 -0.0168	  0.0000
  0.6186	  1.7641	  0.1345	 -0.0334	  0.0000
  0.7822	  1.7641	  0.1648	 -0.0618	  0.0000
  0.9459	  1.7641	  0.1723	 -0.0769	  0.0000
  1.1095	  1.7641	  0.1622	 -0.0812	  0.0000
  1.2731	  1.7641	  0.1644	 -0.0910	  0.0000
  1.4368	  1.7641	  0.1698	 -0.1070	  0.0000
  1.6004	  1.7641	  0.1654	 -0.1204	  0.0000
  1.7641	  1.7641	  0.1676	 -0.1219	  0.0000
  1.9277	  1.7641	  0.1891	 -0.1580	  0.0000
  2.0914	  1.7641	  0.1813	 -0.1832	  0.0000
  2.2550	  1.7641	  0.1852	 -0.1915	  0.0000
  2.4186	  1.7641	  0.1798	 -0.1956	  0.0000
  2.5823	  1.7641	  0.1687	 -0.2106	  0.0000
  2.7459	  1.7641	  0.1791	 -0.2499	  0.0000
  2.9096	  1.7641	  0.1736	 -0.2597	  0.0000
  3.0732	  1.7641	  0.1617	 -0.2722	  0.0000
  3.2368	  1.7641	  0.1550	 -0.2765	  0.0000
  3.4005	  1.7641	  0.1543	 -0.2947	  0.0000
  3.5641	  1.7641	  0.1478	 -0.3079	  0.0000
  3.7278	  1.7641	  0.1324	 -0.3135	  0.0000
  3.8914	  1.7641	  0.1260	 -0.3272	  0.0000
  4.0551	  1.7641	  0.1145	 -0.3259	  0.0000
  4.2187	  1.7641	  0.1028	 -0.3259	  0.0000
  4.3823	  1.7641	  0.0986	 -0.3268	  0.0000
  4.5460	  1.7641	  0.0969	 -0.3640	  0.0000
  4.7096	  1.7641	  0.0884	 -0.3937	  0.0000
  4.8733	  1.7641	  0.0718	 -0.3999	  0.0000
  5.0369	  1.7641	  0.0657	 -0.4030	  0.0000
  5.2006	  1.7641	  0.0490	 -0.4066	  0.0000
  5.3642	  1.7641	  0.0393	 -0.4126	  0.0000
  5.5278	  1.7641	  0.0317	 -0.4094	  0.0000
  5.6915	  1.7641	  0.0207	 -0.4114	  0.0000
  5.8551	  1.7641	  0.0008	 -0.3958	  0.0000
  6.0188	  1.7641	 -0.0130	 -0.4125	  0.0000
  6.1824	  1.7641	 -0.0284	 -0.4310	  0.0000
  6.3461	  1.7641	 -0.0455	 -0.4025	  0.0000
  6.5097	  1.7641	 -0.0529	 -0.3633	  0.0000
  6.6733	  1.7641	 -0.0743	 -0.3757	  0.0000
  6.8370	  1.7641	 -0.1011	 -0.3840	  0.0000
  7.0006	  1.7641	 -0.1178	 -0.3890	  0.0000
  7.1643	  1.7641	 -0.1305	 -0.3814	  0.0000
  7.3279	  1.7641	 -0.1454	 -0.3660	  0.0000
  0.1276	  1.6004	  0.1007	  0.0054	  0.0000
  0.2913	  1.6004	  0.1266	 -0.0065	  0.0000
  0.4549	  1.6004	  0.1404	 -0.0138	  0.0000
  0.6186	  1.6004	  0.1373	 -0.0180	  0.0000
  0.7822	  1.6004	  0.1790	 -0.0582	  0.0000
  0.9459	  1.6004	  0.1727	 -0.0651	  0.0000
  1.1095	  1.6004	  0.1850	 -0.0825	  0.0000
  1.2731	  1.6004	  0.1792	 -0.0910	  0.0000
  1.4368	  1.6004	  0.1869	 -0.1192	  0.0000
  1.6004	  1.6004	  0.1860	 -0.1289	  0.0000
  1.7641	  1.6004	  0.1859	 -0.1398	  0.0000
  1.9277	  1.6004	  0.1951	 -0.1617	  0.0000
  2.0914	  1.6004	  0.1991	 -0.1875	  0.0000
  2.2550	  1.6004	  0.1927	 -0.2071	  0.0000
  2.4186	  1.6004	  0.1878	 -0.2245	  0.0000
  2.5823	  1.6004	  0.1820	 -0.2437	  0.0000
  2.7459	  1.6004	  0.1860	 -0.2658	  0.0000
  2.9096	  1.6004	  0.1745	 -0.2733	  0.0000
  3.0732	  1.6004	  0.1696	 -0.3030	  0.0000
  3.2368	  1.6004	  0.1674	 -0.3186	  0.0000
  3.4005	  1.6004	  0.1707	 -0.3230	  0.0000
  3.5641	  1.6004	  0.1594	 -0.3422	  0.0000
  3.7278	  1.6004	  0.1477	 -0.3628	  0.0000
  3.8914	  1.6004	  0.1388	 -0.3590	  0.0000
  4.0551	  1.6004	  0.1374	 -0.3674	  0.0000
